date,day,Home,Away,place,crowds
2023-09-22,금,한화,키움,한밭,7088
2023-09-23,토,LG,한화,잠실,22765
2023-09-23,토,KIA,KT,광주,13846
2023-09-23,토,SSG,롯데,문학,19725
2023-09-23,토,NC,두산,창원,11026
2023-09-24,일,LG,한화,잠실,20369
2023-09-24,일,KIA,KT,광주,10108
2023-09-24,일,SSG,롯데,문학,16280
2023-09-24,일,NC,두산,창원,8247
2023-09-26,화,NC,KIA,창원,6945
2023-09-27,수,NC,KIA,창원,3775
2023-09-27,수,NC,KIA,창원,8190
2023-09-27,수,LG,KT,잠실,5656
2023-09-27,수,LG,KT,잠실,14733
2023-09-27,수,SSG,두산,문학,6526
2023-09-27,수,SSG,두산,문학,12132
2023-09-27,수,한화,삼성,한밭,2807
2023-09-27,수,한화,삼성,한밭,7281
2023-09-28,목,롯데,한화,사직,12227
2023-09-28,목,NC,KIA,창원,11864
2023-09-28,목,키움,SSG,고척,7082
2023-09-28,목,LG,삼성,잠실,21057
2023-09-29,금,롯데,한화,사직,10279
2023-09-29,금,키움,KIA,고척,14472
2023-09-29,금,두산,LG,잠실,20951
2023-09-30,토,SSG,KIA,문학,22191
2023-09-30,토,두산,LG,잠실,23750
2023-09-30,토,삼성,NC,대구,24000
2023-10-01,일,SSG,KIA,문학,22701
2023-10-01,일,두산,LG,잠실,23750
2023-10-01,일,한화,NC,한밭,11004
2023-10-01,일,롯데,삼성,사직,20159
2023-10-01,일,KT,키움,수원,11337
2023-10-02,월,KT,LG,수원,18700
2023-10-02,월,한화,NC,한밭,12000
2023-10-02,월,롯데,삼성,사직,15868
2023-10-02,월,롯데,삼성,사직,16293
2023-10-02,월,두산,키움,잠실,18050
2023-10-03,화,KT,KIA,수원,16841
2023-10-03,화,SSG,NC,문학,14507
2023-10-03,화,롯데,삼성,사직,13042
2023-10-03,화,두산,키움,잠실,14588
2023-10-04,수,삼성,한화,대구,12571
2023-10-04,수,KT,KIA,수원,3908
2023-10-04,수,KT,KIA,수원,5907
2023-10-04,수,롯데,LG,사직,6970
2023-10-04,수,SSG,NC,문학,8006
2023-10-05,목,삼성,한화,대구,14483
2023-10-05,목,KT,KIA,수원,7264
2023-10-05,목,롯데,LG,사직,10040
2023-10-05,목,SSG,NC,문학,9004
2023-10-06,금,SSG,한화,문학,15755
2023-10-06,금,LG,KIA,잠실,23750
2023-10-06,금,KT,삼성,수원,8132
2023-10-07,토,KT,한화,수원,15210
2023-10-07,토,키움,LG,고척,13301
2023-10-07,토,두산,롯데,잠실,19916
2023-10-07,토,NC,SSG,창원,13479
2023-10-08,일,KT,한화,수원,15197
2023-10-08,일,두산,롯데,잠실,21392
2023-10-08,일,NC,SSG,창원,10073
2023-10-08,일,KIA,삼성,광주,16005
2023-10-09,월,NC,한화,창원,8716
2023-10-09,월,LG,롯데,잠실,22807
2023-10-09,월,KIA,삼성,광주,12758
2023-10-10,화,NC,한화,창원,7342
2023-10-10,화,LG,롯데,잠실,18521
2023-10-10,화,KT,두산,수원,10937
2023-10-10,화,KIA,SSG,광주,8333
2023-10-10,화,키움,삼성,고척,11757
2023-10-11,수,롯데,두산,사직,9940
2023-10-11,수,KIA,키움,광주,3656
2023-10-12,목,KIA,롯데,광주,4767
2023-10-12,목,두산,NC,잠실,7113
2023-10-13,금,두산,KIA,잠실,19188
2023-10-13,금,NC,LG,창원,6257
2023-10-13,금,SSG,키움,문학,16783
2023-10-14,토,한화,롯데,한밭,9153
2023-10-14,토,LG,두산,잠실,21771
2023-10-14,토,삼성,SSG,대구,24000
2023-10-15,일,한화,롯데,한밭,9840
2023-10-15,일,LG,두산,잠실,23750
2023-10-15,일,NC,삼성,창원,17861
2023-10-16,월,한화,롯데,한밭,12000
2023-10-16,월,KIA,NC,광주,5251
2023-10-16,월,두산,SSG,잠실,15850
2023-10-17,화,KIA,NC,광주,10175
2023-10-17,화,SSG,두산,문학,21007
