date,day,Home,Away,place,crowds
2024-04-13,토,한화,KIA,한밭,12000
2024-04-13,토,두산,LG,잠실,23750
2024-04-13,토,키움,롯데,고척,14197
2024-04-13,토,삼성,NC,대구,24000
2024-04-13,토,KT,SSG,수원,13995
2024-04-14,일,한화,KIA,한밭,12000
2024-04-14,일,두산,LG,잠실,22586
2024-04-14,일,키움,롯데,고척,12333
2024-04-14,일,삼성,NC,대구,20667
2024-04-14,일,KT,SSG,수원,11280
2024-04-16,화,NC,한화,창원,4658
2024-04-16,화,SSG,KIA,문학,12712
2024-04-16,화,키움,KT,고척,2877
2024-04-16,화,LG,롯데,잠실,16635
2024-04-16,화,삼성,두산,대구,7793
2024-04-17,수,NC,한화,창원,9921
2024-04-17,수,SSG,KIA,문학,16062
2024-04-17,수,키움,KT,고척,3272
2024-04-17,수,LG,롯데,잠실,16509
2024-04-17,수,삼성,두산,대구,8393
2024-04-18,목,SSG,KIA,문학,14263
2024-04-18,목,키움,KT,고척,2901
2024-04-18,목,LG,롯데,잠실,18200
2024-04-18,목,삼성,두산,대구,8697
2024-04-19,금,롯데,KT,사직,10636
2024-04-19,금,SSG,LG,문학,14097
2024-04-19,금,KIA,NC,광주,16889
2024-04-19,금,한화,삼성,한밭,12000
2024-04-19,금,두산,키움,잠실,10649
2024-04-20,토,KIA,NC,광주,17462
2024-04-20,토,한화,삼성,한밭,12000
2024-04-21,일,롯데,KT,사직,14423
2024-04-21,일,롯데,KT,사직,7582
2024-04-21,일,SSG,LG,문학,19858
2024-04-21,일,SSG,LG,문학,9656
2024-04-21,일,KIA,NC,광주,20500
2024-04-21,일,한화,삼성,한밭,12000
2024-04-21,일,두산,키움,잠실,13745
2024-04-21,일,두산,키움,잠실,6197
2024-04-23,화,KT,한화,수원,10887
2024-04-23,화,키움,KIA,고척,10205
2024-04-23,화,삼성,LG,대구,7494
2024-04-23,화,두산,NC,잠실,5664
2024-04-24,수,KT,한화,수원,12538
2024-04-24,수,키움,KIA,고척,11048
2024-04-24,수,삼성,LG,대구,10159
2024-04-24,수,두산,NC,잠실,6444
2024-04-24,수,롯데,SSG,사직,8499
2024-04-25,목,KT,한화,수원,11247
2024-04-25,목,키움,KIA,고척,13287
2024-04-25,목,삼성,LG,대구,12012
2024-04-25,목,두산,NC,잠실,7385
2024-04-25,목,롯데,SSG,사직,10518
2024-04-26,금,LG,KIA,잠실,23750
2024-04-26,금,SSG,KT,문학,10075
2024-04-26,금,NC,롯데,창원,16573
2024-04-26,금,한화,두산,한밭,12000
2024-04-26,금,키움,삼성,고척,9519
2024-04-27,토,LG,KIA,잠실,23750
2024-04-27,토,SSG,KT,문학,16957
2024-04-27,토,NC,롯데,창원,17891
2024-04-27,토,한화,두산,한밭,12000
2024-04-27,토,키움,삼성,고척,15073
2024-04-28,일,LG,KIA,잠실,23750
2024-04-28,일,SSG,KT,문학,13196
2024-04-28,일,NC,롯데,창원,17891
2024-04-28,일,한화,두산,한밭,12000
2024-04-28,일,키움,삼성,고척,13354
2024-04-30,화,KIA,KT,광주,17210
2024-04-30,화,NC,LG,창원,7278
2024-04-30,화,한화,SSG,한밭,12000
2024-04-30,화,두산,삼성,잠실,20170
2024-04-30,화,롯데,키움,사직,13376
2024-05-01,수,KIA,KT,광주,17402
2024-05-01,수,NC,LG,창원,10397
2024-05-01,수,한화,SSG,한밭,12000
2024-05-01,수,두산,삼성,잠실,23750
2024-05-01,수,롯데,키움,사직,14791
2024-05-02,목,KIA,KT,광주,16502
2024-05-02,목,NC,LG,창원,6338
2024-05-02,목,한화,SSG,한밭,10890
2024-05-02,목,두산,삼성,잠실,20395
2024-05-02,목,롯데,키움,사직,12569
2024-05-03,금,KIA,한화,광주,20500
2024-05-03,금,삼성,롯데,대구,24000
2024-05-03,금,SSG,NC,문학,13737
2024-05-03,금,LG,두산,잠실,23750
2024-05-03,금,KT,키움,수원,8213
2024-05-04,토,KIA,한화,광주,20500
2024-05-04,토,삼성,롯데,대구,24000
2024-05-04,토,SSG,NC,문학,22079
2024-05-04,토,LG,두산,잠실,23750
2024-05-04,토,KT,키움,수원,14620
2024-05-07,화,키움,두산,고척,7339
2024-05-07,화,LG,SSG,잠실,13387
2024-05-08,수,롯데,한화,사직,11407
2024-05-08,수,삼성,KIA,대구,15421
2024-05-08,수,KT,NC,수원,4480
2024-05-08,수,키움,두산,고척,6405
2024-05-08,수,LG,SSG,잠실,15699
2024-05-09,목,롯데,한화,사직,12774
2024-05-09,목,삼성,KIA,대구,16769
2024-05-09,목,KT,NC,수원,6369
2024-05-09,목,키움,두산,고척,8658
2024-05-09,목,LG,SSG,잠실,16823
2024-05-10,금,두산,KT,잠실,13013
2024-05-10,금,롯데,LG,사직,15731
2024-05-10,금,KIA,SSG,광주,18895
2024-05-10,금,NC,삼성,창원,12438
2024-05-10,금,한화,키움,한밭,12000
2024-05-11,토,롯데,LG,사직,22758
2024-05-11,토,NC,삼성,창원,17891
2024-05-11,토,한화,키움,한밭,12000
2024-05-12,일,두산,KT,잠실,16308
2024-05-12,일,두산,KT,잠실,9026
2024-05-12,일,롯데,LG,사직,18914
2024-05-12,일,KIA,SSG,광주,20500
2024-05-12,일,KIA,SSG,광주,12743
2024-05-12,일,NC,삼성,창원,16181
2024-05-12,일,한화,키움,한밭,12000
2024-05-14,화,KT,롯데,수원,10120
2024-05-14,화,한화,NC,한밭,12000
2024-05-14,화,KIA,두산,광주,18675
2024-05-14,화,SSG,삼성,문학,16595
2024-05-14,화,LG,키움,잠실,18479
2024-05-15,수,한화,NC,한밭,12000
2024-05-15,수,KIA,두산,광주,20500
2024-05-16,목,KT,롯데,수원,8312
2024-05-16,목,한화,NC,한밭,9522
2024-05-16,목,KIA,두산,광주,15996
2024-05-16,목,SSG,삼성,문학,13791
2024-05-16,목,LG,키움,잠실,15054
2024-05-17,금,삼성,한화,대구,24000
2024-05-17,금,NC,KIA,창원,12280
2024-05-17,금,KT,LG,수원,11374
2024-05-17,금,두산,롯데,잠실,23750
2024-05-17,금,키움,SSG,고척,9806
2024-05-18,토,삼성,한화,대구,24000
2024-05-18,토,NC,KIA,창원,17891
2024-05-18,토,KT,LG,수원,18700
2024-05-18,토,두산,롯데,잠실,23750
2024-05-18,토,키움,SSG,고척,12133
2024-05-19,일,삼성,한화,대구,24000
2024-05-19,일,NC,KIA,창원,16253
2024-05-19,일,KT,LG,수원,15912
2024-05-19,일,두산,롯데,잠실,23750
2024-05-19,일,키움,SSG,고척,10049
2024-05-21,화,롯데,KIA,사직,14006
2024-05-21,화,삼성,KT,대구,13360
2024-05-21,화,한화,LG,한밭,9335
2024-05-21,화,키움,NC,고척,3940
2024-05-21,화,두산,SSG,잠실,13917
2024-05-22,수,롯데,KIA,사직,14062
2024-05-22,수,삼성,KT,대구,13232
2024-05-22,수,한화,LG,한밭,9044
2024-05-22,수,키움,NC,고척,4337
2024-05-22,수,두산,SSG,잠실,12642
2024-05-23,목,롯데,KIA,사직,15844
2024-05-23,목,삼성,KT,대구,13291
2024-05-23,목,한화,LG,한밭,10008
2024-05-23,목,키움,NC,고척,3897
2024-05-23,목,두산,SSG,잠실,12131
2024-05-24,금,SSG,한화,문학,22451
2024-05-24,금,LG,NC,잠실,18551
2024-05-24,금,KIA,두산,광주,20500
2024-05-24,금,롯데,삼성,사직,20577
2024-05-24,금,KT,키움,수원,6867
2024-05-25,토,SSG,한화,문학,23000
2024-05-25,토,LG,NC,잠실,22261
2024-05-25,토,KIA,두산,광주,20500
2024-05-25,토,롯데,삼성,사직,22758
2024-05-25,토,KT,키움,수원,12425
2024-05-26,일,LG,NC,잠실,17692
2024-05-26,일,KIA,두산,광주,20500
2024-05-26,일,롯데,삼성,사직,22758
2024-05-28,화,NC,KIA,창원,8024
2024-05-28,화,두산,KT,잠실,8459
2024-05-28,화,SSG,LG,문학,14116
2024-05-28,화,한화,롯데,한밭,11168
2024-05-28,화,삼성,키움,대구,10884
2024-05-29,수,NC,KIA,창원,7994
2024-05-29,수,두산,KT,잠실,8811
2024-05-29,수,SSG,LG,문학,14413
2024-05-29,수,한화,롯데,한밭,10807
2024-05-29,수,삼성,키움,대구,15080
2024-05-30,목,NC,KIA,창원,7349
2024-05-30,목,두산,KT,잠실,7915
2024-05-30,목,SSG,LG,문학,15902
2024-05-30,목,한화,롯데,한밭,11405
2024-05-30,목,삼성,키움,대구,12748
2024-05-31,금,삼성,한화,대구,24000
2024-05-31,금,KIA,KT,광주,20500
2024-05-31,금,두산,LG,잠실,23750
2024-05-31,금,롯데,NC,사직,17760
2024-05-31,금,키움,SSG,고척,5680
2024-06-01,토,삼성,한화,대구,24000
2024-06-01,토,KIA,KT,광주,20500
2024-06-01,토,두산,LG,잠실,23750
2024-06-01,토,롯데,NC,사직,22758
2024-06-01,토,키움,SSG,고척,10462
2024-06-02,일,삼성,한화,대구,24000
2024-06-02,일,KIA,KT,광주,20500
2024-06-02,일,두산,LG,잠실,23750
2024-06-02,일,롯데,NC,사직,21896
2024-06-02,일,키움,SSG,고척,8745
2024-06-04,화,KT,한화,수원,11426
2024-06-04,화,KIA,롯데,광주,16158
2024-06-04,화,NC,두산,창원,5448
2024-06-04,화,SSG,삼성,문학,10135
2024-06-04,화,LG,키움,잠실,14490
2024-06-05,수,KT,한화,수원,14626
2024-06-05,수,KIA,롯데,광주,19045
2024-06-05,수,NC,두산,창원,9892
2024-06-05,수,SSG,삼성,문학,14532
2024-06-05,수,LG,키움,잠실,16681
2024-06-06,목,KT,한화,수원,18700
2024-06-06,목,KIA,롯데,광주,20500
2024-06-06,목,NC,두산,창원,14517
2024-06-06,목,SSG,삼성,문학,23000
2024-06-06,목,LG,키움,잠실,23750
2024-06-07,금,두산,KIA,잠실,23750
2024-06-07,금,KT,LG,수원,13154
2024-06-07,금,한화,NC,한밭,12000
2024-06-07,금,롯데,SSG,사직,20678
2024-06-07,금,키움,삼성,고척,12636
2024-06-08,토,두산,KIA,잠실,23750
2024-06-08,토,KT,LG,수원,18700
2024-06-08,토,한화,NC,한밭,12000
2024-06-08,토,키움,삼성,고척,16000
2024-06-09,일,두산,KIA,잠실,23750
2024-06-09,일,KT,LG,수원,13642
2024-06-09,일,한화,NC,한밭,12000
2024-06-09,일,롯데,SSG,사직,13700
2024-06-09,일,롯데,SSG,사직,22758
2024-06-09,일,키움,삼성,고척,13509
2024-06-11,화,두산,한화,잠실,18475
2024-06-11,화,SSG,KIA,문학,16007
2024-06-11,화,NC,KT,창원,4279
2024-06-11,화,삼성,LG,대구,12436
2024-06-11,화,롯데,키움,사직,9948
2024-06-12,수,두산,한화,잠실,21630
2024-06-12,수,SSG,KIA,문학,16483
2024-06-12,수,NC,KT,창원,4123
2024-06-12,수,삼성,LG,대구,13511
2024-06-12,수,롯데,키움,사직,11390
2024-06-13,목,두산,한화,잠실,20253
2024-06-13,목,SSG,KIA,문학,18290
2024-06-13,목,NC,KT,창원,3764
2024-06-13,목,삼성,LG,대구,14485
2024-06-13,목,롯데,키움,사직,11941
2024-06-14,금,KT,KIA,수원,18420
2024-06-14,금,LG,롯데,잠실,23750
2024-06-14,금,키움,두산,고척,8680
2024-06-14,금,한화,SSG,한밭,12000
2024-06-14,금,NC,삼성,창원,12394
2024-06-15,토,KT,KIA,수원,18700
2024-06-15,토,LG,롯데,잠실,23750
2024-06-15,토,키움,두산,고척,13954
2024-06-15,토,한화,SSG,한밭,12000
2024-06-15,토,NC,삼성,창원,17891
2024-06-16,일,KT,KIA,수원,18700
2024-06-16,일,LG,롯데,잠실,23750
2024-06-16,일,키움,두산,고척,13184
2024-06-16,일,한화,SSG,한밭,12000
2024-06-16,일,NC,삼성,창원,12860
2024-06-18,화,KIA,LG,광주,18131
2024-06-18,화,KT,롯데,수원,8491
2024-06-18,화,두산,NC,잠실,9026
2024-06-18,화,삼성,SSG,대구,10426
2024-06-18,화,한화,키움,청주,9000
2024-06-19,수,KIA,LG,광주,15056
2024-06-19,수,KT,롯데,수원,9106
2024-06-19,수,두산,NC,잠실,11984
2024-06-19,수,삼성,SSG,대구,11488
2024-06-19,수,한화,키움,청주,9000
2024-06-20,목,KIA,LG,광주,14009
2024-06-20,목,KT,롯데,수원,10496
2024-06-20,목,두산,NC,잠실,10909
2024-06-20,목,삼성,SSG,대구,13024
2024-06-20,목,한화,키움,청주,9000
2024-06-21,금,KIA,한화,광주,20500
2024-06-21,금,LG,KT,잠실,15537
2024-06-21,금,키움,롯데,고척,11974
2024-06-21,금,SSG,NC,문학,13560
2024-06-21,금,삼성,두산,대구,24000
2024-06-22,토,키움,롯데,고척,16000
2024-06-22,토,SSG,NC,문학,19789
2024-06-23,일,KIA,한화,광주,19085
2024-06-23,일,KIA,한화,광주,18860
2024-06-23,일,LG,KT,잠실,11417
2024-06-23,일,LG,KT,잠실,15418
2024-06-23,일,키움,롯데,고척,16000
2024-06-23,일,SSG,NC,문학,17200
2024-06-23,일,삼성,두산,대구,20680
2024-06-23,일,삼성,두산,대구,24000
2024-06-25,화,롯데,KIA,사직,19110
2024-06-25,화,SSG,KT,문학,9629
2024-06-25,화,키움,NC,고척,5159
2024-06-25,화,한화,두산,한밭,11556
2024-06-25,화,LG,삼성,잠실,21989
2024-06-26,수,롯데,KIA,사직,19755
2024-06-26,수,SSG,KT,문학,10229
2024-06-26,수,키움,NC,고척,4698
2024-06-26,수,한화,두산,한밭,11564
2024-06-26,수,LG,삼성,잠실,23281
2024-06-27,목,롯데,KIA,사직,12867
2024-06-27,목,SSG,KT,문학,10684
2024-06-27,목,키움,NC,고척,4726
2024-06-27,목,한화,두산,한밭,11128
2024-06-27,목,LG,삼성,잠실,22114
2024-06-28,금,롯데,한화,사직,22758
2024-06-28,금,NC,LG,창원,13506
2024-06-28,금,두산,SSG,잠실,17367
2024-06-28,금,KT,삼성,수원,14678
2024-06-28,금,KIA,키움,광주,18601
2024-06-29,토,두산,SSG,잠실,20020
2024-06-30,일,NC,LG,창원,6991
2024-06-30,일,두산,SSG,잠실,13985
2024-06-30,일,KT,삼성,수원,8357
2024-06-30,일,KT,삼성,수원,12253
2024-07-02,화,삼성,KIA,대구,13230
2024-07-02,화,한화,KT,한밭,6794
2024-07-02,화,키움,LG,고척,10185
2024-07-03,수,삼성,KIA,대구,17472
2024-07-03,수,한화,KT,한밭,9009
2024-07-03,수,키움,LG,고척,11135
2024-07-03,수,두산,롯데,잠실,19727
2024-07-03,수,NC,SSG,창원,6384
2024-07-04,목,삼성,KIA,대구,17093
2024-07-04,목,한화,KT,한밭,8330
2024-07-04,목,키움,LG,고척,12819
2024-07-04,목,두산,롯데,잠실,19372
2024-07-04,목,NC,SSG,창원,6587
2024-07-09,화,키움,한화,고척,14981
2024-07-09,화,LG,KIA,잠실,22038
2024-07-09,화,SSG,롯데,문학,10051
2024-07-10,수,키움,한화,고척,15096
2024-07-10,수,LG,KIA,잠실,23750
2024-07-10,수,SSG,롯데,문학,14381
2024-07-10,수,삼성,NC,대구,12507
2024-07-10,수,KT,두산,수원,8079
2024-07-11,목,키움,한화,고척,15205
2024-07-11,목,LG,KIA,잠실,23750
2024-07-11,목,SSG,롯데,문학,15842
2024-07-11,목,삼성,NC,대구,15075
2024-07-11,목,KT,두산,수원,10182
2024-07-12,금,롯데,KT,사직,21545
2024-07-12,금,한화,LG,한밭,12000
2024-07-12,금,KIA,SSG,광주,17755
2024-07-12,금,두산,삼성,잠실,22279
2024-07-12,금,NC,키움,창원,8579
2024-07-13,토,롯데,KT,사직,22758
2024-07-13,토,한화,LG,한밭,12000
2024-07-13,토,KIA,SSG,광주,20500
2024-07-13,토,두산,삼성,잠실,23750
2024-07-13,토,NC,키움,창원,11282
2024-07-14,일,한화,LG,한밭,12000
2024-07-14,일,KIA,SSG,광주,15444
2024-07-14,일,두산,삼성,잠실,23750
2024-07-16,화,키움,KT,고척,5851
2024-07-16,화,롯데,두산,울산,7833
2024-07-17,수,NC,한화,창원,6870
2024-07-17,수,키움,KT,고척,5085
2024-07-17,수,롯데,두산,울산,9354
2024-07-17,수,LG,SSG,잠실,11773
2024-07-17,수,KIA,삼성,광주,13904
2024-07-18,목,NC,한화,창원,7550
2024-07-18,목,키움,KT,고척,5040
2024-07-18,목,롯데,두산,울산,9102
2024-07-18,목,KIA,삼성,광주,11429
2024-07-19,금,한화,KIA,한밭,12000
2024-07-19,금,삼성,롯데,대구,24000
2024-07-19,금,KT,NC,수원,7650
2024-07-19,금,LG,두산,잠실,23750
2024-07-19,금,SSG,키움,문학,12715
2024-07-20,토,한화,KIA,한밭,12000
2024-07-20,토,삼성,롯데,대구,24000
2024-07-21,일,한화,KIA,한밭,12000
2024-07-21,일,삼성,롯데,대구,24000
2024-07-21,일,KT,NC,수원,9188
2024-07-21,일,LG,두산,잠실,23211
2024-07-21,일,SSG,키움,문학,15369
2024-07-23,화,롯데,LG,사직,18416
2024-07-23,화,KIA,NC,광주,13756
2024-07-23,화,한화,삼성,한밭,11501
2024-07-23,화,두산,키움,잠실,7292
2024-07-24,수,KIA,NC,광주,13308
2024-07-24,수,KT,SSG,수원,6449
2024-07-24,수,한화,삼성,한밭,11882
2024-07-24,수,두산,키움,잠실,8887
2024-07-25,목,롯데,LG,사직,20322
2024-07-25,목,KIA,NC,광주,14130
2024-07-25,목,KT,SSG,수원,7067
2024-07-25,목,두산,키움,잠실,19145
2024-07-26,금,키움,KIA,고척,16000
2024-07-26,금,삼성,KT,대구,21891
2024-07-26,금,NC,롯데,창원,17891
2024-07-26,금,SSG,두산,문학,15006
2024-07-27,토,키움,KIA,고척,16000
2024-07-27,토,삼성,KT,대구,24000
2024-07-27,토,NC,롯데,창원,17891
2024-07-27,토,SSG,두산,문학,19448
2024-07-28,일,LG,한화,잠실,23750
2024-07-28,일,키움,KIA,고척,16000
2024-07-28,일,삼성,KT,대구,23104
2024-07-28,일,NC,롯데,창원,17891
2024-07-28,일,SSG,두산,문학,17619
2024-07-30,화,KT,한화,수원,14210
2024-07-30,화,SSG,롯데,문학,17550
2024-07-30,화,키움,NC,고척,6925
2024-07-30,화,KIA,두산,광주,20500
2024-07-30,화,LG,삼성,잠실,22946
2024-07-31,수,KT,한화,수원,14988
2024-07-31,수,SSG,롯데,문학,17563
2024-07-31,수,키움,NC,고척,6918
2024-07-31,수,KIA,두산,광주,18693
2024-07-31,수,LG,삼성,잠실,23409
2024-08-01,목,KT,한화,수원,15197
2024-08-01,목,SSG,롯데,문학,18828
2024-08-01,목,키움,NC,고척,7306
2024-08-01,목,KIA,두산,광주,20500
2024-08-01,목,LG,삼성,잠실,23315
2024-08-02,금,한화,KIA,한밭,12000
2024-08-02,금,NC,KT,창원,9845
2024-08-02,금,삼성,SSG,대구,22336
2024-08-02,금,두산,키움,잠실,13209
2024-08-03,토,한화,KIA,한밭,12000
2024-08-03,토,롯데,LG,울산,9914
2024-08-03,토,삼성,SSG,대구,24000
2024-08-03,토,두산,키움,잠실,15527
2024-08-04,일,NC,KT,창원,9568
2024-08-04,일,삼성,SSG,대구,20416
2024-08-06,화,삼성,한화,대구,16288
2024-08-06,화,KIA,KT,광주,14457
2024-08-06,화,두산,LG,잠실,17065
2024-08-06,화,롯데,NC,사직,17068
2024-08-06,화,키움,SSG,고척,8356
2024-08-07,수,삼성,한화,대구,17114
2024-08-07,수,KIA,KT,광주,11625
2024-08-07,수,두산,LG,잠실,15883
2024-08-07,수,롯데,NC,사직,18425
2024-08-07,수,키움,SSG,고척,7792
2024-08-08,목,삼성,한화,대구,18367
2024-08-08,목,KIA,KT,광주,11011
2024-08-08,목,두산,LG,잠실,16321
2024-08-08,목,키움,SSG,고척,8000
2024-08-09,금,KT,롯데,수원,11534
2024-08-09,금,LG,NC,잠실,14131
2024-08-09,금,SSG,두산,문학,12451
2024-08-09,금,KIA,삼성,광주,18448
2024-08-09,금,한화,키움,한밭,11302
2024-08-10,토,KT,롯데,수원,18700
2024-08-10,토,LG,NC,잠실,19151
2024-08-10,토,SSG,두산,문학,19796
2024-08-10,토,한화,키움,한밭,12000
2024-08-11,일,KT,롯데,수원,13805
2024-08-11,일,LG,NC,잠실,18902
2024-08-11,일,SSG,두산,문학,16151
2024-08-11,일,KIA,삼성,광주,20500
2024-08-11,일,한화,키움,한밭,12000
2024-08-13,화,키움,KIA,고척,16000
2024-08-13,화,삼성,KT,대구,15109
2024-08-13,화,한화,LG,한밭,11748
2024-08-13,화,NC,SSG,창원,5121
2024-08-14,수,키움,KIA,고척,16000
2024-08-14,수,삼성,KT,대구,20435
2024-08-14,수,한화,LG,한밭,11884
2024-08-14,수,두산,롯데,잠실,21337
2024-08-15,목,키움,KIA,고척,16000
2024-08-15,목,삼성,KT,대구,24000
2024-08-15,목,한화,LG,한밭,12000
2024-08-15,목,두산,롯데,잠실,23750
2024-08-15,목,NC,SSG,창원,10389
2024-08-16,금,SSG,한화,문학,21057
2024-08-16,금,LG,KIA,잠실,23750
2024-08-16,금,KT,두산,수원,11443
2024-08-16,금,NC,삼성,창원,10580
2024-08-16,금,롯데,키움,사직,21181
2024-08-17,토,SSG,한화,문학,23000
2024-08-17,토,LG,KIA,잠실,23750
2024-08-17,토,KT,두산,수원,16427
2024-08-17,토,NC,삼성,창원,17891
2024-08-17,토,롯데,키움,사직,22758
2024-08-18,일,SSG,한화,문학,22545
2024-08-18,일,LG,KIA,잠실,23750
2024-08-18,일,KT,두산,수원,12164
2024-08-18,일,NC,삼성,창원,12328
2024-08-18,일,롯데,키움,사직,20740
2024-08-20,화,한화,NC,청주,8429
2024-08-20,화,삼성,두산,포항,10064
2024-08-20,화,LG,SSG,잠실,12736
2024-08-20,화,KT,키움,수원,5858
2024-08-21,수,KIA,롯데,광주,12625
2024-08-21,수,한화,NC,청주,8102
2024-08-21,수,삼성,두산,포항,10268
2024-08-21,수,LG,SSG,잠실,12008
2024-08-21,수,KT,키움,수원,6288
2024-08-22,목,KIA,롯데,광주,12693
2024-08-22,목,LG,SSG,잠실,11917
2024-08-22,목,KT,키움,수원,6181
2024-08-23,금,두산,한화,잠실,23750
2024-08-23,금,NC,KIA,창원,13524
2024-08-23,금,SSG,KT,문학,10972
2024-08-23,금,키움,LG,고척,13852
2024-08-23,금,삼성,롯데,대구,24000
2024-08-24,토,두산,한화,잠실,23750
2024-08-24,토,NC,KIA,창원,16489
2024-08-24,토,SSG,KT,문학,17053
2024-08-24,토,키움,LG,고척,16000
2024-08-24,토,삼성,롯데,대구,24000
2024-08-25,일,두산,한화,잠실,23750
2024-08-25,일,NC,KIA,창원,11712
2024-08-25,일,SSG,KT,문학,16595
2024-08-25,일,키움,LG,고척,16000
2024-08-25,일,삼성,롯데,대구,24000
2024-08-27,화,롯데,한화,사직,18113
2024-08-27,화,LG,KT,잠실,12678
2024-08-27,화,NC,두산,창원,4814
2024-08-27,화,KIA,SSG,광주,13038
2024-08-27,화,키움,삼성,고척,14421
2024-08-28,수,롯데,한화,사직,22758
2024-08-28,수,LG,KT,잠실,13848
2024-08-28,수,NC,두산,창원,5869
2024-08-28,수,KIA,SSG,광주,13155
2024-08-28,수,키움,삼성,고척,13929
2024-08-29,목,롯데,한화,사직,19434
2024-08-29,목,LG,KT,잠실,13832
2024-08-29,목,NC,두산,창원,5985
2024-08-29,목,KIA,SSG,광주,12931
2024-08-29,목,키움,삼성,고척,14903
2024-08-30,금,KT,LG,수원,12128
2024-08-30,금,키움,롯데,고척,15073
2024-08-31,토,삼성,KIA,대구,24000
2024-08-31,토,한화,KT,한밭,12000
2024-08-31,토,두산,롯데,잠실,23750
2024-08-31,토,SSG,NC,문학,17039
2024-09-01,일,삼성,KIA,대구,24000
2024-09-01,일,두산,롯데,잠실,23750
2024-09-01,일,SSG,NC,문학,13039
2024-09-03,화,KIA,LG,광주,13089
2024-09-03,화,삼성,롯데,대구,24000
2024-09-03,화,한화,두산,한밭,12000
2024-09-03,화,NC,키움,창원,3394
2024-09-04,수,KIA,한화,광주,15328
2024-09-04,수,롯데,KT,사직,14041
2024-09-04,수,삼성,두산,대구,24000
2024-09-04,수,LG,SSG,잠실,13229
